name,link,opening,closing,coords,lat,lng
0,market 0,,11:30,26:30,,48.26633179610533,16.35878369378005
1,market 1,,12:30,26:30,,48.15600342458183,16.323098454539714
2,market 2,,11:30,28:30,,48.15262656737944,16.373996229952162
3,market 3,,11:30,27:30,,48.18810899776278,16.35509248051785
4,market 4,,13:30,28:30,,48.18509837746539,16.40550894540463
5,market 5,,12:30,27:30,,48.30647660269085,16.375860910759563
6,market 6,,11:30,26:30,,48.25747104034629,16.399316398105448
7,market 7,,09:00,25:30,,48.21437756206926,16.3366790451632
8,market 8,,09:30,25:30,,48.148728224058495,16.312777687204086
9,market 9,,12:30,25:30,,48.25221814882008,16.339497515339872
10,market 10,,13:30,26:30,,48.15998923263052,16.359148979306926
11,market 11,,11:30,25:30,,48.13276144516112,16.378957586777755
12,market 12,,09:30,27:30,,48.269401489617614,16.47296544753454
13,market 13,,09:30,29:30,,48.22584713059624,16.357887142416967
14,market 14,,11:30,26:30,,48.256042941189044,16.31220274997536
15,market 15,,10:30,26:30,,48.22593638264715,16.34270091121503
16,market 16,,11:30,29:30,,48.252841530595134,16.336820201267695
17,market 17,,09:30,27:30,,48.17744872033499,16.384074073688673
18,market 18,,12:30,27:30,,48.15828785791078,16.28296014927777
19,market 19,,13:30,26:30,,48.244079725914084,16.363163099710015
20,market 20,,10:30,25:30,,48.16982951679131,16.367825326898267
21,market 21,,12:00,27:30,,48.17552251111249,16.37160905181001
22,market 22,,12:30,25:30,,48.187223374824136,16.330134196551732
23,market 23,,10:00,29:30,,48.21087395795125,16.3481039135132
24,market 24,,10:30,26:30,,48.192300304437325,16.28879695455087
25,market 25,,11:30,29:30,,48.1412524353291,16.33533400583189
26,market 26,,13:00,29:30,,48.17781907985836,16.332856926199163
27,market 27,,10:00,29:30,,48.09882984238878,16.38080250231307
28,market 28,,12:30,25:30,,48.24126157255136,16.302190878408904
29,market 29,,11:00,27:00,,48.12989711721966,16.399059905085497
30,market 30,,09:00,26:30,,48.15478083302858,16.434724227224567
31,market 31,,12:00,26:30,,48.21260825396305,16.25650074874932
32,market 32,,09:30,25:30,,48.17302185018043,16.381312936538905
33,market 33,,13:00,29:30,,48.28715072977034,16.393845401751513
34,market 34,,13:00,26:00,,48.14535715451383,16.32812814872239
35,market 35,,13:30,27:00,,48.22335254346746,16.34013640928356
36,market 36,,13:30,29:00,,48.208035859088625,16.353355971120653
37,market 37,,12:00,26:00,,48.15159532511294,16.345110456029914
38,market 38,,10:00,28:30,,48.23616383302659,16.344549351547645
39,market 39,,10:00,26:00,,48.201422683438885,16.2761998096835
40,market 40,,10:30,29:30,,48.24858952756068,16.417616578239155
41,market 41,,09:30,27:00,,48.25117520769819,16.41398092960184
42,market 42,,11:30,25:30,,48.318161797464036,16.31933178703979
43,market 43,,11:00,27:30,,48.27682639747182,16.286678783609872
44,market 44,,11:30,26:30,,48.19154090810288,16.386053243822637
45,market 45,,10:30,28:00,,48.198031041121205,16.331210601509348
46,market 46,,09:30,29:30,,48.264982979794354,16.36709765816604
47,market 47,,10:00,26:30,,48.24276318653613,16.344033579142746
48,market 48,,11:00,28:30,,48.24200657630488,16.39457693755351
49,market 49,,13:00,29:30,,48.12915219778446,16.3947374571828
