name,link,opening,closing,coords,lat,lng
0,market 0,,11:30,17:30,,48.165610712618495,16.27468649046875
1,market 1,,12:30,19:30,,48.110960176588804,16.457538769761587
2,market 2,,11:30,21:30,,48.192604392533696,16.334517390912417
3,market 3,,11:30,21:30,,48.2178174484552,16.33809628491944
4,market 4,,13:30,19:30,,48.271514534036385,16.2973602319975
5,market 5,,12:30,20:30,,48.27011899243922,16.398874517791594
6,market 6,,11:30,19:30,,48.1906336591296,16.2793051076221
7,market 7,,09:00,21:30,,48.194884862471234,16.349362985989302
8,market 8,,09:30,18:30,,48.157572351746644,16.315226671940316
9,market 9,,12:30,17:30,,48.13899910314105,16.379345124892964
