Iterations,Markets visited,runtimes,population_size
1.0,6.0,0.003343,50.0
1.0,7.0,0.004842,50.0
1.0,7.0,0.005032,50.0
1.0,7.0,0.005318,50.0
1.0,7.0,0.004698,50.0
1.0,6.0,0.005313,50.0
1.0,6.0,0.005456,50.0
1.0,7.0,0.005397,50.0
1.0,7.0,0.004908,50.0
1.0,6.0,0.004976,50.0
2.0,7.0,0.009725,50.0
2.0,6.0,0.009953,50.0
2.0,7.0,0.009158,50.0
2.0,6.0,0.008443,50.0
2.0,7.0,0.010324,50.0
2.0,6.0,0.010505,50.0
2.0,6.0,0.010365,50.0
2.0,7.0,0.009982,50.0
2.0,7.0,0.01023,50.0
2.0,6.0,0.010813,50.0
3.0,7.0,0.014596,50.0
3.0,7.0,0.012523,50.0
3.0,7.0,0.015311,50.0
3.0,7.0,0.014773,50.0
3.0,6.0,0.015897,50.0
3.0,7.0,0.015172,50.0
3.0,7.0,0.014241,50.0
3.0,7.0,0.014816,50.0
3.0,7.0,0.024687,50.0
3.0,7.0,0.016261,50.0
4.0,7.0,0.021472,50.0
4.0,7.0,0.019281,50.0
4.0,7.0,0.021981,50.0
4.0,7.0,0.021064,50.0
4.0,7.0,0.020824,50.0
4.0,7.0,0.021257,50.0
4.0,7.0,0.019194,50.0
4.0,6.0,0.020543,50.0
4.0,7.0,0.020055,50.0
4.0,7.0,0.019363,50.0
5.0,7.0,0.025023,50.0
5.0,7.0,0.02504,50.0
5.0,7.0,0.025244,50.0
5.0,7.0,0.021099,50.0
5.0,7.0,0.028708,50.0
5.0,7.0,0.027462,50.0
5.0,7.0,0.025279,50.0
5.0,7.0,0.028506,50.0
5.0,7.0,0.025385,50.0
5.0,7.0,0.026027,50.0
6.0,8.0,0.029094,50.0
6.0,7.0,0.03264,50.0
6.0,7.0,0.032449,50.0
6.0,7.0,0.033514,50.0
6.0,7.0,0.031696,50.0
6.0,7.0,0.025958,50.0
6.0,7.0,0.031673,50.0
6.0,7.0,0.025056,50.0
6.0,7.0,0.032301,50.0
6.0,7.0,0.031737,50.0
7.0,7.0,0.035248,50.0
7.0,7.0,0.03756,50.0
7.0,7.0,0.039698,50.0
7.0,7.0,0.037347,50.0
7.0,7.0,0.039155,50.0
7.0,7.0,0.035186,50.0
7.0,7.0,0.037983,50.0
7.0,7.0,0.037562,50.0
7.0,7.0,0.030997,50.0
7.0,7.0,0.044269,50.0
9.0,7.0,0.04977,50.0
9.0,7.0,0.050076,50.0
9.0,7.0,0.050021,50.0
9.0,8.0,0.048619,50.0
9.0,7.0,0.047668,50.0
9.0,7.0,0.048405,50.0
9.0,8.0,0.048346,50.0
9.0,7.0,0.044388,50.0
9.0,8.0,0.039619,50.0
9.0,7.0,0.047352,50.0
10.0,7.0,0.051993,50.0
10.0,7.0,0.054727,50.0
10.0,7.0,0.056248,50.0
10.0,7.0,0.054678,50.0
10.0,7.0,0.045692,50.0
10.0,7.0,0.049081,50.0
10.0,7.0,0.048631,50.0
10.0,7.0,0.059481,50.0
