Iterations,Markets visited,runtimes,population_size
1.0,8.0,0.003611,50.0
1.0,8.0,0.005881,50.0
1.0,7.0,0.00347,50.0
1.0,7.0,0.006064,50.0
1.0,7.0,0.005955,50.0
1.0,7.0,0.004264,50.0
1.0,6.0,0.004991,50.0
1.0,7.0,0.005176,50.0
1.0,7.0,0.005625,50.0
1.0,6.0,0.005316,50.0
2.0,8.0,0.011423,50.0
2.0,8.0,0.00686,50.0
2.0,8.0,0.011619,50.0
2.0,7.0,0.010889,50.0
2.0,7.0,0.011921,50.0
2.0,7.0,0.011961,50.0
2.0,8.0,0.011915,50.0
2.0,7.0,0.011344,50.0
2.0,8.0,0.01083,50.0
2.0,7.0,0.011097,50.0
3.0,9.0,0.017198,50.0
3.0,8.0,0.017058,50.0
3.0,8.0,0.015493,50.0
3.0,7.0,0.017746,50.0
3.0,8.0,0.011146,50.0
3.0,7.0,0.015889,50.0
3.0,8.0,0.016471,50.0
3.0,8.0,0.016357,50.0
3.0,8.0,0.009767,50.0
3.0,7.0,0.017813,50.0
4.0,8.0,0.024002,50.0
4.0,8.0,0.023942,50.0
4.0,8.0,0.023664,50.0
4.0,7.0,0.022075,50.0
4.0,8.0,0.023911,50.0
4.0,8.0,0.022297,50.0
4.0,8.0,0.022338,50.0
4.0,8.0,0.024237,50.0
4.0,7.0,0.021582,50.0
4.0,8.0,0.015122,50.0
5.0,8.0,0.027542,50.0
5.0,7.0,0.026184,50.0
5.0,8.0,0.026869,50.0
5.0,8.0,0.024449,50.0
5.0,8.0,0.030702,50.0
5.0,8.0,0.030184,50.0
5.0,8.0,0.029135,50.0
5.0,8.0,0.026026,50.0
5.0,8.0,0.020394,50.0
5.0,8.0,0.026391,50.0
6.0,8.0,0.03617,50.0
6.0,8.0,0.034574,50.0
6.0,8.0,0.031924,50.0
6.0,8.0,0.034369,50.0
6.0,8.0,0.034532,50.0
6.0,8.0,0.035837,50.0
6.0,8.0,0.031537,50.0
6.0,8.0,0.031764,50.0
6.0,8.0,0.036207,50.0
6.0,8.0,0.020305,50.0
7.0,8.0,0.03863,50.0
7.0,8.0,0.039189,50.0
7.0,9.0,0.042013,50.0
7.0,8.0,0.036505,50.0
7.0,8.0,0.038176,50.0
7.0,8.0,0.038499,50.0
7.0,8.0,0.038668,50.0
7.0,8.0,0.041876,50.0
7.0,8.0,0.042871,50.0
7.0,7.0,0.024294,50.0
9.0,8.0,0.048654,50.0
9.0,8.0,0.049077,50.0
9.0,9.0,0.048413,50.0
9.0,8.0,0.053608,50.0
9.0,8.0,0.051103,50.0
9.0,9.0,0.040142,50.0
9.0,9.0,0.050082,50.0
9.0,9.0,0.053759,50.0
9.0,9.0,0.050318,50.0
9.0,8.0,0.050251,50.0
10.0,8.0,0.054211,50.0
10.0,8.0,0.059218,50.0
10.0,9.0,0.054598,50.0
10.0,8.0,0.058521,50.0
10.0,9.0,0.057783,50.0
10.0,8.0,0.05789,50.0
10.0,9.0,0.032872,50.0
10.0,8.0,0.055717,50.0
10.0,10.0,0.055715,50.0
10.0,8.0,0.05666,50.0
12.0,9.0,0.068463,50.0
12.0,9.0,0.070984,50.0
12.0,10.0,0.046789,50.0
12.0,8.0,0.072516,50.0
12.0,10.0,0.071812,50.0
