Iterations,Markets visited,runtimes,population_size
1.0,4.0,0.004396,50.0
1.0,4.0,0.004407,50.0
1.0,4.0,0.004797,50.0
1.0,4.0,0.004753,50.0
1.0,4.0,0.004227,50.0
1.0,4.0,0.002329,50.0
1.0,4.0,0.004227,50.0
1.0,4.0,0.004306,50.0
1.0,4.0,0.004664,50.0
1.0,4.0,0.004686,50.0
2.0,4.0,0.007518,50.0
2.0,4.0,0.004736,50.0
2.0,4.0,0.009117,50.0
2.0,4.0,0.009462,50.0
2.0,4.0,0.008989,50.0
2.0,4.0,0.009656,50.0
2.0,4.0,0.009523,50.0
2.0,4.0,0.009077,50.0
2.0,4.0,0.00882,50.0
2.0,4.0,0.009331,50.0
3.0,4.0,0.013896,50.0
3.0,4.0,0.012271,50.0
3.0,4.0,0.013825,50.0
3.0,4.0,0.014062,50.0
3.0,4.0,0.008615,50.0
3.0,4.0,0.012687,50.0
3.0,4.0,0.013928,50.0
3.0,4.0,0.013728,50.0
3.0,4.0,0.013757,50.0
3.0,4.0,0.013508,50.0
4.0,4.0,0.010414,50.0
4.0,4.0,0.018376,50.0
4.0,4.0,0.018166,50.0
4.0,4.0,0.017188,50.0
4.0,4.0,0.018815,50.0
4.0,4.0,0.018538,50.0
4.0,4.0,0.018253,50.0
4.0,4.0,0.018473,50.0
4.0,4.0,0.018868,50.0
4.0,4.0,0.016845,50.0
5.0,4.0,0.020875,50.0
5.0,4.0,0.012688,50.0
5.0,4.0,0.02347,50.0
5.0,4.0,0.019005,50.0
5.0,4.0,0.022835,50.0
5.0,4.0,0.022945,50.0
5.0,4.0,0.023192,50.0
5.0,4.0,0.023897,50.0
5.0,4.0,0.022704,50.0
5.0,4.0,0.021438,50.0
6.0,4.0,0.028449,50.0
6.0,4.0,0.029032,50.0
6.0,4.0,0.01776,50.0
6.0,4.0,0.028367,50.0
6.0,4.0,0.025497,50.0
6.0,4.0,0.027431,50.0
6.0,4.0,0.014788,50.0
6.0,4.0,0.027705,50.0
6.0,4.0,0.027701,50.0
6.0,4.0,0.027045,50.0
7.0,4.0,0.017508,50.0
7.0,4.0,0.031981,50.0
7.0,4.0,0.029809,50.0
7.0,4.0,0.03216,50.0
7.0,4.0,0.033626,50.0
7.0,4.0,0.031413,50.0
7.0,4.0,0.030415,50.0
7.0,4.0,0.033126,50.0
7.0,4.0,0.032113,50.0
7.0,4.0,0.03205,50.0
9.0,4.0,0.040659,50.0
9.0,4.0,0.041193,50.0
9.0,4.0,0.041858,50.0
9.0,4.0,0.024004,50.0
9.0,4.0,0.041936,50.0
9.0,4.0,0.041647,50.0
9.0,4.0,0.022339,50.0
9.0,4.0,0.03979,50.0
9.0,4.0,0.042116,50.0
9.0,4.0,0.038465,50.0
10.0,4.0,0.04653,50.0
10.0,4.0,0.045254,50.0
10.0,4.0,0.044833,50.0
10.0,4.0,0.04365,50.0
10.0,4.0,0.045417,50.0
10.0,4.0,0.04526,50.0
10.0,4.0,0.047109,50.0
10.0,4.0,0.042324,50.0
10.0,4.0,0.046698,50.0
10.0,4.0,0.031652,50.0
12.0,4.0,0.057031,50.0
12.0,4.0,0.05378,50.0
12.0,4.0,0.054506,50.0
12.0,4.0,0.052944,50.0
12.0,4.0,0.053087,50.0
12.0,4.0,0.051285,50.0
12.0,4.0,0.051318,50.0
12.0,4.0,0.02877,50.0
12.0,4.0,0.057119,50.0
12.0,4.0,0.055017,50.0
15.0,4.0,0.070282,50.0
15.0,4.0,0.063877,50.0
15.0,4.0,0.064757,50.0
15.0,4.0,0.072457,50.0
15.0,4.0,0.070076,50.0
15.0,4.0,0.042938,50.0
15.0,4.0,0.071133,50.0
15.0,4.0,0.067579,50.0
15.0,4.0,0.068728,50.0
15.0,4.0,0.06863,50.0
17.0,4.0,0.075412,50.0
17.0,4.0,0.072935,50.0
17.0,4.0,0.076055,50.0
17.0,4.0,0.078381,50.0
17.0,4.0,0.080401,50.0
17.0,4.0,0.073042,50.0
17.0,4.0,0.07613,50.0
17.0,4.0,0.047162,50.0
17.0,4.0,0.076418,50.0
17.0,4.0,0.081393,50.0
21.0,4.0,0.095428,50.0
21.0,4.0,0.092311,50.0
21.0,4.0,0.097775,50.0
21.0,4.0,0.065786,50.0
21.0,4.0,0.089554,50.0
21.0,4.0,0.093959,50.0
21.0,4.0,0.101226,50.0
21.0,4.0,0.091911,50.0
21.0,4.0,0.099074,50.0
21.0,4.0,0.089675,50.0
24.0,4.0,0.112645,50.0
24.0,4.0,0.104082,50.0
24.0,4.0,0.107786,50.0
24.0,4.0,0.110735,50.0
24.0,4.0,0.110105,50.0
24.0,4.0,0.083923,50.0
24.0,4.0,0.113584,50.0
24.0,4.0,0.114755,50.0
24.0,4.0,0.109485,50.0
24.0,4.0,0.114066,50.0
29.0,4.0,0.136336,50.0
29.0,4.0,0.134435,50.0
29.0,4.0,0.147756,50.0
29.0,4.0,0.13962,50.0
29.0,4.0,0.128223,50.0
29.0,4.0,0.135837,50.0
29.0,4.0,0.130082,50.0
29.0,4.0,0.132947,50.0
29.0,4.0,0.109276,50.0
29.0,4.0,0.136959,50.0
34.0,4.0,0.158398,50.0
34.0,4.0,0.153751,50.0
34.0,4.0,0.151943,50.0
34.0,4.0,0.16348,50.0
34.0,4.0,0.161178,50.0
34.0,4.0,0.156141,50.0
34.0,4.0,0.167753,50.0
34.0,4.0,0.15439,50.0
34.0,4.0,0.165021,50.0
34.0,4.0,0.155631,50.0
41.0,4.0,0.191558,50.0
41.0,4.0,0.144698,50.0
41.0,4.0,0.187924,50.0
41.0,4.0,0.204962,50.0
41.0,4.0,0.193961,50.0
41.0,4.0,0.197316,50.0
41.0,4.0,0.187823,50.0
41.0,4.0,0.157198,50.0
41.0,4.0,0.186274,50.0
41.0,4.0,0.188886,50.0
49.0,4.0,0.235417,50.0
49.0,4.0,0.238863,50.0
49.0,4.0,0.224507,50.0
49.0,4.0,0.214334,50.0
49.0,4.0,0.217225,50.0
49.0,4.0,0.233687,50.0
49.0,4.0,0.197056,50.0
49.0,4.0,0.233161,50.0
49.0,4.0,0.226964,50.0
49.0,4.0,0.225518,50.0
58.0,4.0,0.258081,50.0
58.0,4.0,0.254037,50.0
58.0,4.0,0.214877,50.0
58.0,4.0,0.266795,50.0
58.0,4.0,0.274105,50.0
58.0,4.0,0.28928,50.0
58.0,4.0,0.287443,50.0
58.0,4.0,0.259622,50.0
58.0,4.0,0.277341,50.0
58.0,4.0,0.235298,50.0
68.0,4.0,0.307697,50.0
68.0,4.0,0.317158,50.0
68.0,4.0,0.323373,50.0
68.0,4.0,0.382085,50.0
68.0,4.0,0.300069,50.0
68.0,4.0,0.308609,50.0
68.0,4.0,0.300753,50.0
68.0,4.0,0.341442,50.0
68.0,4.0,0.221677,50.0
68.0,4.0,0.333596,50.0
81.0,4.0,0.285889,50.0
81.0,4.0,0.398359,50.0
81.0,4.0,0.375749,50.0
81.0,4.0,0.398044,50.0
81.0,4.0,0.378095,50.0
81.0,4.0,0.346139,50.0
81.0,4.0,0.374986,50.0
81.0,4.0,0.348186,50.0
81.0,4.0,0.382502,50.0
81.0,4.0,0.245289,50.0
96.0,4.0,0.481763,50.0
96.0,4.0,0.439461,50.0
96.0,4.0,0.237515,50.0
96.0,4.0,0.440764,50.0
96.0,4.0,0.461966,50.0
96.0,4.0,0.446284,50.0
96.0,4.0,0.468247,50.0
96.0,4.0,0.438836,50.0
96.0,4.0,0.456829,50.0
96.0,4.0,0.429606,50.0
114.0,4.0,0.52437,50.0
114.0,4.0,0.522328,50.0
114.0,4.0,0.525199,50.0
114.0,4.0,0.507312,50.0
114.0,4.0,0.544257,50.0
114.0,4.0,0.309582,50.0
114.0,4.0,0.486207,50.0
114.0,4.0,0.538138,50.0
114.0,4.0,0.547188,50.0
114.0,4.0,0.516527,50.0
135.0,4.0,0.64833,50.0
135.0,4.0,0.657594,50.0
135.0,4.0,0.657854,50.0
135.0,4.0,0.630261,50.0
135.0,4.0,0.443238,50.0
135.0,4.0,0.625728,50.0
135.0,4.0,0.557316,50.0
135.0,4.0,0.623371,50.0
135.0,4.0,0.636421,50.0
135.0,4.0,0.53559,50.0
160.0,4.0,0.72538,50.0
160.0,4.0,0.753778,50.0
160.0,4.0,0.76429,50.0
160.0,4.0,0.758215,50.0
160.0,4.0,0.631628,50.0
160.0,4.0,0.753421,50.0
160.0,4.0,0.755399,50.0
160.0,4.0,0.731123,50.0
160.0,4.0,0.756844,50.0
160.0,4.0,0.763248,50.0
190.0,4.0,0.900952,50.0
190.0,4.0,0.820693,50.0
190.0,4.0,0.88227,50.0
190.0,4.0,0.915995,50.0
190.0,4.0,0.83375,50.0
190.0,4.0,0.887741,50.0
190.0,4.0,0.903666,50.0
190.0,4.0,0.684295,50.0
190.0,4.0,0.886641,50.0
190.0,4.0,0.871506,50.0
225.0,4.0,1.079962,50.0
225.0,4.0,1.103978,50.0
225.0,4.0,1.101801,50.0
225.0,4.0,1.058718,50.0
225.0,4.0,1.062137,50.0
225.0,4.0,0.72563,50.0
225.0,4.0,0.932039,50.0
225.0,4.0,1.059108,50.0
225.0,4.0,1.049768,50.0
225.0,4.0,1.02385,50.0
266.0,4.0,1.20485,50.0
266.0,4.0,1.224315,50.0
266.0,4.0,1.225507,50.0
266.0,4.0,0.916571,50.0
266.0,4.0,1.189228,50.0
266.0,4.0,1.252921,50.0
266.0,4.0,1.135537,50.0
266.0,4.0,1.029938,50.0
266.0,4.0,1.272702,50.0
266.0,4.0,1.266181,50.0
315.0,4.0,1.448843,50.0
315.0,4.0,1.505101,50.0
315.0,4.0,1.535814,50.0
315.0,4.0,1.508572,50.0
315.0,4.0,1.500766,50.0
315.0,4.0,1.469228,50.0
315.0,4.0,1.07635,50.0
315.0,4.0,1.493294,50.0
315.0,4.0,1.484702,50.0
315.0,4.0,1.36356,50.0
374.0,4.0,1.615809,50.0
374.0,4.0,1.658789,50.0
374.0,4.0,1.79624,50.0
374.0,4.0,1.715994,50.0
374.0,4.0,1.512785,50.0
374.0,4.0,1.264979,50.0
374.0,4.0,1.764286,50.0
374.0,4.0,1.735575,50.0
374.0,4.0,1.82634,50.0
374.0,4.0,1.449505,50.0
443.0,4.0,2.102138,50.0
