Iterations,Markets visited,runtimes,population_size
1.0,7.0,0.009924,50.0
1.0,7.0,0.010012,50.0
1.0,7.0,0.009417,50.0
1.0,7.0,0.009426,50.0
1.0,8.0,0.010873,50.0
1.0,7.0,0.010006,50.0
1.0,8.0,0.007197,50.0
1.0,8.0,0.006952,50.0
1.0,8.0,0.011598,50.0
1.0,7.0,0.011398,50.0
2.0,8.0,0.014225,50.0
2.0,7.0,0.020975,50.0
2.0,7.0,0.021683,50.0
2.0,8.0,0.015874,50.0
2.0,7.0,0.01482,50.0
2.0,8.0,0.017843,50.0
2.0,7.0,0.022187,50.0
2.0,8.0,0.020776,50.0
2.0,9.0,0.021921,50.0
2.0,7.0,0.019944,50.0
3.0,8.0,0.032717,50.0
3.0,7.0,0.024144,50.0
3.0,8.0,0.03231,50.0
3.0,8.0,0.034125,50.0
3.0,8.0,0.037822,50.0
3.0,7.0,0.030376,50.0
3.0,8.0,0.033978,50.0
3.0,8.0,0.033429,50.0
3.0,8.0,0.02143,50.0
3.0,7.0,0.031101,50.0
4.0,8.0,0.044065,50.0
4.0,8.0,0.03956,50.0
4.0,7.0,0.047425,50.0
4.0,7.0,0.041878,50.0
4.0,10.0,0.041878,50.0
4.0,9.0,0.040235,50.0
4.0,7.0,0.048473,50.0
4.0,7.0,0.0489,50.0
4.0,8.0,0.044677,50.0
4.0,8.0,0.047556,50.0
5.0,7.0,0.056783,50.0
5.0,9.0,0.057977,50.0
5.0,8.0,0.062863,50.0
5.0,8.0,0.05522,50.0
5.0,7.0,0.056005,50.0
5.0,8.0,0.052532,50.0
5.0,9.0,0.054169,50.0
5.0,8.0,0.050284,50.0
5.0,8.0,0.062562,50.0
5.0,8.0,0.057642,50.0
6.0,8.0,0.078114,50.0
6.0,8.0,0.076542,50.0
6.0,8.0,0.065813,50.0
6.0,8.0,0.07491,50.0
6.0,8.0,0.04537,50.0
6.0,9.0,0.062523,50.0
6.0,8.0,0.067148,50.0
6.0,9.0,0.068608,50.0
6.0,10.0,0.05136,50.0
6.0,9.0,0.064728,50.0
7.0,8.0,0.078288,50.0
7.0,8.0,0.070875,50.0
7.0,9.0,0.072799,50.0
7.0,9.0,0.082754,50.0
7.0,9.0,0.078932,50.0
7.0,8.0,0.052,50.0
7.0,9.0,0.081487,50.0
7.0,8.0,0.083168,50.0
7.0,10.0,0.083013,50.0
7.0,9.0,0.083908,50.0
9.0,8.0,0.103447,50.0
9.0,8.0,0.102331,50.0
