Iterations,Markets visited,runtimes,population_size
1.0,7.0,0.00663,50.0
1.0,7.0,0.005002,50.0
1.0,7.0,0.006675,50.0
1.0,8.0,0.003861,50.0
1.0,7.0,0.005625,50.0
1.0,7.0,0.006857,50.0
1.0,8.0,0.007,50.0
1.0,7.0,0.006879,50.0
1.0,7.0,0.00674,50.0
1.0,8.0,0.006196,50.0
2.0,7.0,0.013466,50.0
2.0,8.0,0.012913,50.0
2.0,7.0,0.013467,50.0
2.0,7.0,0.01323,50.0
2.0,8.0,0.012146,50.0
2.0,7.0,0.012693,50.0
2.0,7.0,0.012925,50.0
2.0,7.0,0.012065,50.0
2.0,7.0,0.014367,50.0
2.0,8.0,0.014388,50.0
3.0,7.0,0.014798,50.0
3.0,9.0,0.014575,50.0
3.0,8.0,0.020278,50.0
3.0,8.0,0.019199,50.0
3.0,8.0,0.01962,50.0
3.0,8.0,0.022482,50.0
3.0,7.0,0.020804,50.0
3.0,7.0,0.022386,50.0
3.0,7.0,0.019388,50.0
3.0,7.0,0.01894,50.0
4.0,7.0,0.026919,50.0
4.0,7.0,0.02792,50.0
4.0,8.0,0.025956,50.0
4.0,8.0,0.02666,50.0
4.0,8.0,0.026424,50.0
4.0,8.0,0.028245,50.0
4.0,8.0,0.039646,50.0
4.0,8.0,0.027714,50.0
4.0,8.0,0.02549,50.0
4.0,8.0,0.025719,50.0
5.0,8.0,0.030542,50.0
5.0,8.0,0.032192,50.0
5.0,7.0,0.032804,50.0
5.0,8.0,0.030919,50.0
5.0,8.0,0.032909,50.0
5.0,8.0,0.033319,50.0
5.0,8.0,0.032551,50.0
5.0,8.0,0.032541,50.0
5.0,8.0,0.037948,50.0
5.0,7.0,0.033889,50.0
6.0,9.0,0.039443,50.0
6.0,8.0,0.04095,50.0
6.0,8.0,0.039246,50.0
6.0,8.0,0.042871,50.0
6.0,8.0,0.041157,50.0
6.0,8.0,0.042478,50.0
6.0,8.0,0.039979,50.0
6.0,8.0,0.040721,50.0
6.0,8.0,0.040021,50.0
6.0,8.0,0.039311,50.0
7.0,9.0,0.04588,50.0
7.0,7.0,0.04629,50.0
7.0,8.0,0.045063,50.0
7.0,8.0,0.046638,50.0
7.0,8.0,0.048202,50.0
7.0,9.0,0.048083,50.0
7.0,9.0,0.047246,50.0
7.0,9.0,0.050588,50.0
7.0,8.0,0.044584,50.0
7.0,9.0,0.048265,50.0
9.0,8.0,0.061471,50.0
9.0,8.0,0.064884,50.0
9.0,8.0,0.061819,50.0
9.0,9.0,0.092298,50.0
9.0,7.0,0.051705,50.0
9.0,8.0,0.060876,50.0
9.0,9.0,0.061593,50.0
9.0,9.0,0.068962,50.0
9.0,10.0,0.062738,50.0
9.0,8.0,0.061152,50.0
10.0,9.0,0.067404,50.0
10.0,9.0,0.06771,50.0
10.0,9.0,0.069276,50.0
10.0,9.0,0.079455,50.0
10.0,7.0,0.070111,50.0
10.0,9.0,0.066634,50.0
10.0,10.0,0.067927,50.0
10.0,8.0,0.06809,50.0
10.0,9.0,0.065775,50.0
10.0,9.0,0.06819,50.0
12.0,9.0,0.07214,50.0
12.0,9.0,0.087045,50.0
12.0,9.0,0.063151,50.0
12.0,9.0,0.077974,50.0
12.0,8.0,0.079761,50.0
12.0,10.0,0.080715,50.0
12.0,9.0,0.08613,50.0
12.0,9.0,0.047983,50.0
12.0,9.0,0.081282,50.0
12.0,9.0,0.080055,50.0
15.0,9.0,0.104259,50.0
15.0,8.0,0.104152,50.0
15.0,9.0,0.103225,50.0
15.0,9.0,0.098373,50.0
15.0,10.0,0.105053,50.0
15.0,10.0,0.105836,50.0
15.0,9.0,0.10817,50.0
15.0,10.0,0.106961,50.0
15.0,9.0,0.068572,50.0
15.0,9.0,0.104644,50.0
17.0,8.0,0.112762,50.0
17.0,9.0,0.116099,50.0
17.0,10.0,0.122374,50.0
17.0,10.0,0.118775,50.0
17.0,9.0,0.118261,50.0
17.0,10.0,0.119507,50.0
17.0,10.0,0.116465,50.0
17.0,10.0,0.125487,50.0
17.0,10.0,0.080955,50.0
17.0,10.0,0.119725,50.0
21.0,9.0,0.191586,50.0
21.0,10.0,0.149285,50.0
21.0,11.0,0.156979,50.0
21.0,9.0,0.146233,50.0
21.0,10.0,0.145064,50.0
21.0,10.0,0.156387,50.0
21.0,9.0,0.14778,50.0
21.0,9.0,0.147747,50.0
21.0,9.0,0.157272,50.0
21.0,9.0,0.147905,50.0
24.0,9.0,0.167189,50.0
24.0,9.0,0.174162,50.0
24.0,10.0,0.173382,50.0
24.0,9.0,0.145566,50.0
24.0,10.0,0.172148,50.0
24.0,9.0,0.17228,50.0
24.0,11.0,0.175552,50.0
24.0,9.0,0.170707,50.0
24.0,10.0,0.172265,50.0
24.0,10.0,0.17315,50.0
29.0,10.0,0.208673,50.0
29.0,9.0,0.161708,50.0
29.0,10.0,0.207087,50.0
29.0,10.0,0.205361,50.0
29.0,9.0,0.211846,50.0
29.0,9.0,0.200029,50.0
29.0,8.0,0.20672,50.0
29.0,10.0,0.208006,50.0
29.0,9.0,0.223755,50.0
29.0,10.0,0.20597,50.0
34.0,10.0,0.253268,50.0
34.0,9.0,0.245544,50.0
34.0,8.0,0.239049,50.0
34.0,10.0,0.246622,50.0
34.0,11.0,0.211593,50.0
34.0,9.0,0.24577,50.0
34.0,10.0,0.252832,50.0
34.0,9.0,0.240489,50.0
34.0,10.0,0.247834,50.0
34.0,10.0,0.246728,50.0
41.0,11.0,0.294305,50.0
41.0,10.0,0.29308,50.0
41.0,11.0,0.301672,50.0
41.0,10.0,0.307057,50.0
41.0,10.0,0.242136,50.0
41.0,11.0,0.296916,50.0
41.0,9.0,0.29814,50.0
41.0,10.0,0.230299,50.0
41.0,11.0,0.313931,50.0
41.0,11.0,0.268147,50.0
49.0,11.0,0.313279,50.0
49.0,10.0,0.411759,50.0
49.0,10.0,0.367294,50.0
49.0,11.0,0.369909,50.0
49.0,11.0,0.348488,50.0
49.0,11.0,0.427021,50.0
49.0,11.0,0.369128,50.0
49.0,11.0,0.360637,50.0
49.0,11.0,0.377444,50.0
49.0,9.0,0.3392,50.0
58.0,10.0,0.391,50.0
58.0,10.0,0.27218,50.0
58.0,10.0,0.434851,50.0
58.0,10.0,0.433259,50.0
58.0,10.0,0.485007,50.0
58.0,10.0,0.400889,50.0
58.0,11.0,0.432474,50.0
58.0,11.0,0.441559,50.0
58.0,10.0,0.429121,50.0
58.0,11.0,0.430148,50.0
68.0,10.0,0.482033,50.0
68.0,10.0,0.494633,50.0
68.0,10.0,0.498533,50.0
68.0,12.0,0.322062,50.0
68.0,10.0,0.484461,50.0
68.0,11.0,0.503701,50.0
68.0,11.0,0.503229,50.0
68.0,11.0,0.409901,50.0
68.0,11.0,0.468377,50.0
68.0,12.0,0.526565,50.0
81.0,10.0,0.601946,50.0
81.0,11.0,0.627333,50.0
81.0,9.0,0.469185,50.0
81.0,10.0,0.541859,50.0
81.0,10.0,0.577881,50.0
81.0,12.0,0.606577,50.0
81.0,11.0,0.657926,50.0
81.0,12.0,0.62575,50.0
81.0,11.0,0.611783,50.0
81.0,11.0,0.607731,50.0
96.0,11.0,0.738193,50.0
96.0,10.0,0.649069,50.0
96.0,11.0,0.694674,50.0
96.0,9.0,0.683624,50.0
96.0,8.0,0.682906,50.0
96.0,11.0,0.703957,50.0
96.0,11.0,0.714725,50.0
96.0,11.0,0.748407,50.0
96.0,12.0,0.728523,50.0
96.0,9.0,0.745645,50.0
114.0,11.0,0.812998,50.0
114.0,12.0,0.89264,50.0
114.0,10.0,0.727987,50.0
114.0,13.0,0.891168,50.0
114.0,10.0,0.856397,50.0
114.0,10.0,0.823658,50.0
114.0,11.0,0.848952,50.0
114.0,11.0,0.791466,50.0
114.0,12.0,0.847014,50.0
114.0,11.0,0.862197,50.0
135.0,10.0,0.996908,50.0
135.0,9.0,0.923687,50.0
135.0,10.0,1.013471,50.0
135.0,9.0,0.971964,50.0
135.0,10.0,1.006119,50.0
135.0,11.0,1.064479,50.0
135.0,11.0,1.022878,50.0
135.0,10.0,0.96402,50.0
135.0,9.0,0.965576,50.0
135.0,11.0,0.995809,50.0
160.0,11.0,0.975781,50.0
160.0,11.0,1.301637,50.0
160.0,11.0,1.223851,50.0
160.0,12.0,1.207886,50.0
160.0,11.0,1.232282,50.0
160.0,10.0,1.144881,50.0
160.0,12.0,1.226939,50.0
160.0,12.0,1.059212,50.0
160.0,10.0,1.19471,50.0
160.0,10.0,1.188733,50.0
190.0,9.0,1.029249,50.0
190.0,10.0,1.346142,50.0
190.0,10.0,1.443128,50.0
190.0,10.0,1.391416,50.0
190.0,12.0,1.463528,50.0
190.0,9.0,1.346108,50.0
190.0,11.0,1.435617,50.0
190.0,10.0,1.501305,50.0
190.0,10.0,1.401852,50.0
190.0,10.0,1.390316,50.0
225.0,12.0,1.75895,50.0
225.0,10.0,1.689494,50.0
225.0,10.0,1.722734,50.0
225.0,10.0,1.716752,50.0
225.0,10.0,1.696869,50.0
225.0,12.0,1.777461,50.0
225.0,11.0,1.707309,50.0
225.0,11.0,1.715983,50.0
225.0,11.0,1.720433,50.0
225.0,12.0,1.656801,50.0
266.0,10.0,1.379997,50.0
266.0,11.0,2.011874,50.0
266.0,13.0,1.822176,50.0
266.0,11.0,1.974576,50.0
