Iterations,Markets visited,runtimes,population_size
1.0,10.0,0.005601,50.0
1.0,11.0,0.006232,50.0
1.0,12.0,0.006755,50.0
1.0,10.0,0.007064,50.0
1.0,10.0,0.007331,50.0
1.0,10.0,0.00715,50.0
1.0,10.0,0.007314,50.0
1.0,11.0,0.006982,50.0
1.0,10.0,0.007871,50.0
1.0,10.0,0.007506,50.0
2.0,12.0,0.012733,50.0
2.0,11.0,0.013578,50.0
2.0,10.0,0.012668,50.0
2.0,11.0,0.014887,50.0
2.0,10.0,0.012406,50.0
2.0,10.0,0.014197,50.0
2.0,12.0,0.015675,50.0
2.0,11.0,0.016422,50.0
2.0,10.0,0.014881,50.0
2.0,11.0,0.015495,50.0
3.0,12.0,0.020903,50.0
3.0,12.0,0.020426,50.0
3.0,10.0,0.020636,50.0
3.0,11.0,0.021294,50.0
3.0,11.0,0.013409,50.0
3.0,10.0,0.021627,50.0
3.0,12.0,0.021168,50.0
3.0,11.0,0.021425,50.0
3.0,11.0,0.021207,50.0
3.0,12.0,0.023088,50.0
4.0,11.0,0.01889,50.0
4.0,12.0,0.029518,50.0
4.0,11.0,0.029349,50.0
4.0,11.0,0.029114,50.0
4.0,11.0,0.032259,50.0
4.0,13.0,0.032296,50.0
4.0,11.0,0.02838,50.0
4.0,11.0,0.031298,50.0
4.0,11.0,0.028833,50.0
4.0,11.0,0.027725,50.0
5.0,12.0,0.036626,50.0
5.0,11.0,0.034781,50.0
5.0,11.0,0.037434,50.0
5.0,11.0,0.035967,50.0
5.0,12.0,0.025271,50.0
5.0,11.0,0.038911,50.0
5.0,11.0,0.037701,50.0
5.0,12.0,0.040125,50.0
5.0,12.0,0.040039,50.0
5.0,11.0,0.03541,50.0
6.0,12.0,0.043833,50.0
6.0,12.0,0.046933,50.0
6.0,11.0,0.046087,50.0
6.0,11.0,0.043951,50.0
6.0,11.0,0.030997,50.0
6.0,12.0,0.044187,50.0
6.0,12.0,0.046422,50.0
6.0,11.0,0.043777,50.0
6.0,12.0,0.046594,50.0
6.0,12.0,0.043332,50.0
7.0,13.0,0.056091,50.0
7.0,11.0,0.032893,50.0
7.0,13.0,0.052231,50.0
7.0,11.0,0.052709,50.0
7.0,12.0,0.052162,50.0
7.0,12.0,0.055821,50.0
7.0,12.0,0.051931,50.0
7.0,11.0,0.051307,50.0
7.0,12.0,0.05485,50.0
7.0,13.0,0.053358,50.0
9.0,13.0,0.073763,50.0
9.0,13.0,0.069564,50.0
9.0,13.0,0.074984,50.0
9.0,13.0,0.075084,50.0
9.0,13.0,0.046086,50.0
9.0,13.0,0.068247,50.0
9.0,14.0,0.080254,50.0
9.0,13.0,0.068168,50.0
9.0,12.0,0.070274,50.0
9.0,11.0,0.06965,50.0
10.0,12.0,0.075345,50.0
10.0,12.0,0.044732,50.0
10.0,13.0,0.074703,50.0
10.0,15.0,0.080554,50.0
10.0,13.0,0.074603,50.0
10.0,14.0,0.076584,50.0
10.0,13.0,0.079743,50.0
10.0,12.0,0.076505,50.0
10.0,14.0,0.06468,50.0
10.0,13.0,0.078702,50.0
12.0,12.0,0.093271,50.0
12.0,14.0,0.094196,50.0
12.0,14.0,0.092216,50.0
12.0,14.0,0.113096,50.0
12.0,12.0,0.100035,50.0
12.0,14.0,0.092481,50.0
12.0,12.0,0.09675,50.0
12.0,12.0,0.096511,50.0
12.0,13.0,0.09559,50.0
12.0,14.0,0.09399,50.0
15.0,12.0,0.119324,50.0
15.0,13.0,0.124045,50.0
15.0,13.0,0.121827,50.0
15.0,12.0,0.100483,50.0
15.0,14.0,0.129398,50.0
15.0,13.0,0.117381,50.0
15.0,13.0,0.117064,50.0
15.0,13.0,0.120903,50.0
15.0,13.0,0.123883,50.0
15.0,15.0,0.124338,50.0
17.0,15.0,0.14489,50.0
17.0,13.0,0.157078,50.0
17.0,13.0,0.131194,50.0
17.0,13.0,0.131172,50.0
17.0,12.0,0.129304,50.0
17.0,14.0,0.121104,50.0
17.0,14.0,0.135324,50.0
