Iterations,Markets visited,runtimes,population_size
1.0,7.0,0.007317,50.0
1.0,7.0,0.007408,50.0
1.0,7.0,0.00515,50.0
1.0,8.0,0.007927,50.0
1.0,8.0,0.006812,50.0
1.0,6.0,0.006303,50.0
1.0,8.0,0.006495,50.0
1.0,7.0,0.004966,50.0
1.0,6.0,0.007926,50.0
1.0,7.0,0.005958,50.0
2.0,8.0,0.010798,50.0
2.0,7.0,0.014254,50.0
2.0,7.0,0.016672,50.0
2.0,8.0,0.014626,50.0
2.0,7.0,0.01707,50.0
2.0,7.0,0.017714,50.0
2.0,7.0,0.016565,50.0
2.0,8.0,0.01727,50.0
2.0,8.0,0.017511,50.0
2.0,7.0,0.016541,50.0
3.0,8.0,0.018274,50.0
3.0,7.0,0.025692,50.0
3.0,8.0,0.025176,50.0
3.0,7.0,0.025096,50.0
3.0,8.0,0.025055,50.0
3.0,7.0,0.024866,50.0
3.0,8.0,0.026003,50.0
3.0,8.0,0.021262,50.0
3.0,8.0,0.02468,50.0
3.0,8.0,0.025695,50.0
4.0,7.0,0.033861,50.0
4.0,8.0,0.0347,50.0
4.0,7.0,0.033987,50.0
4.0,9.0,0.034961,50.0
4.0,9.0,0.034316,50.0
4.0,8.0,0.024215,50.0
4.0,9.0,0.033873,50.0
4.0,8.0,0.034663,50.0
4.0,7.0,0.033604,50.0
4.0,8.0,0.029915,50.0
5.0,8.0,0.04245,50.0
5.0,8.0,0.043285,50.0
5.0,7.0,0.043387,50.0
5.0,7.0,0.042525,50.0
5.0,8.0,0.042591,50.0
5.0,7.0,0.042386,50.0
5.0,8.0,0.027052,50.0
5.0,8.0,0.041958,50.0
5.0,8.0,0.04307,50.0
5.0,8.0,0.041765,50.0
6.0,9.0,0.0501,50.0
6.0,8.0,0.05166,50.0
6.0,7.0,0.052583,50.0
6.0,8.0,0.052962,50.0
6.0,8.0,0.049811,50.0
6.0,8.0,0.052286,50.0
6.0,8.0,0.051173,50.0
6.0,9.0,0.052282,50.0
6.0,8.0,0.051172,50.0
6.0,9.0,0.036675,50.0
7.0,8.0,0.060486,50.0
7.0,8.0,0.058856,50.0
7.0,8.0,0.063307,50.0
7.0,7.0,0.061628,50.0
7.0,8.0,0.060693,50.0
7.0,9.0,0.062387,50.0
7.0,8.0,0.061267,50.0
7.0,8.0,0.058879,50.0
7.0,9.0,0.059436,50.0
7.0,9.0,0.040843,50.0
9.0,9.0,0.076791,50.0
9.0,8.0,0.077389,50.0
9.0,8.0,0.077979,50.0
9.0,9.0,0.078441,50.0
9.0,8.0,0.076603,50.0
9.0,8.0,0.047579,50.0
9.0,9.0,0.080099,50.0
9.0,8.0,0.078162,50.0
9.0,9.0,0.077682,50.0
9.0,8.0,0.077362,50.0
10.0,9.0,0.088881,50.0
10.0,10.0,0.09199,50.0
10.0,9.0,0.085745,50.0
10.0,8.0,0.088359,50.0
10.0,9.0,0.088822,50.0
10.0,9.0,0.088843,50.0
10.0,8.0,0.086281,50.0
10.0,9.0,0.059152,50.0
10.0,9.0,0.085868,50.0
10.0,9.0,0.089059,50.0
12.0,9.0,0.105317,50.0
12.0,8.0,0.104659,50.0
12.0,10.0,0.10291,50.0
12.0,10.0,0.104221,50.0
12.0,8.0,0.074226,50.0
12.0,9.0,0.107656,50.0
12.0,9.0,0.111766,50.0
12.0,10.0,0.104939,50.0
12.0,9.0,0.10584,50.0
12.0,10.0,0.111841,50.0
15.0,10.0,0.136804,50.0
15.0,8.0,0.133525,50.0
15.0,9.0,0.134401,50.0
15.0,8.0,0.107858,50.0
15.0,10.0,0.119754,50.0
15.0,10.0,0.138381,50.0
15.0,9.0,0.128269,50.0
15.0,9.0,0.133437,50.0
15.0,10.0,0.137178,50.0
15.0,9.0,0.139553,50.0
17.0,10.0,0.153269,50.0
17.0,9.0,0.152182,50.0
17.0,11.0,0.153928,50.0
17.0,8.0,0.159384,50.0
17.0,8.0,0.152182,50.0
17.0,9.0,0.148387,50.0
17.0,8.0,0.150187,50.0
17.0,9.0,0.13945,50.0
17.0,10.0,0.155236,50.0
17.0,10.0,0.100409,50.0
21.0,10.0,0.192935,50.0
21.0,10.0,0.16801,50.0
21.0,9.0,0.18984,50.0
21.0,8.0,0.188956,50.0
21.0,9.0,0.187369,50.0
21.0,9.0,0.189811,50.0
21.0,10.0,0.197837,50.0
21.0,10.0,0.190724,50.0
21.0,10.0,0.168831,50.0
21.0,9.0,0.196079,50.0
24.0,10.0,0.22367,50.0
24.0,10.0,0.223259,50.0
24.0,10.0,0.201857,50.0
24.0,9.0,0.209071,50.0
24.0,9.0,0.228257,50.0
24.0,11.0,0.179911,50.0
24.0,11.0,0.223227,50.0
24.0,10.0,0.225324,50.0
24.0,9.0,0.205493,50.0
24.0,9.0,0.30687,50.0
29.0,10.0,0.279382,50.0
29.0,10.0,0.277786,50.0
29.0,9.0,0.267901,50.0
29.0,10.0,0.299109,50.0
29.0,11.0,0.271008,50.0
29.0,10.0,0.307128,50.0
29.0,9.0,0.266696,50.0
29.0,9.0,0.275443,50.0
29.0,9.0,0.263857,50.0
29.0,9.0,0.281886,50.0
34.0,11.0,0.335751,50.0
34.0,8.0,0.255536,50.0
34.0,8.0,0.307689,50.0
34.0,9.0,0.254205,50.0
34.0,9.0,0.318196,50.0
34.0,10.0,0.326098,50.0
34.0,10.0,0.321307,50.0
34.0,11.0,0.327598,50.0
34.0,9.0,0.317823,50.0
34.0,10.0,0.317359,50.0
41.0,10.0,0.382216,50.0
41.0,10.0,0.403805,50.0
41.0,11.0,0.387679,50.0
41.0,11.0,0.40072,50.0
41.0,10.0,0.37619,50.0
41.0,11.0,0.372829,50.0
41.0,10.0,0.386452,50.0
41.0,12.0,0.397754,50.0
41.0,9.0,0.348571,50.0
41.0,10.0,0.316284,50.0
49.0,10.0,0.451641,50.0
49.0,8.0,0.445549,50.0
49.0,9.0,0.462238,50.0
49.0,8.0,0.432247,50.0
49.0,10.0,0.464448,50.0
49.0,12.0,0.475037,50.0
49.0,11.0,0.468162,50.0
49.0,11.0,0.4584,50.0
49.0,10.0,0.467121,50.0
49.0,9.0,0.445006,50.0
58.0,10.0,0.540666,50.0
58.0,10.0,0.53431,50.0
58.0,9.0,0.334592,50.0
58.0,11.0,0.548507,50.0
58.0,9.0,0.5474,50.0
58.0,8.0,0.538587,50.0
58.0,11.0,0.587988,50.0
58.0,11.0,0.570678,50.0
58.0,10.0,0.545643,50.0
58.0,12.0,0.543504,50.0
68.0,12.0,0.663561,50.0
68.0,10.0,0.633148,50.0
68.0,11.0,0.606554,50.0
68.0,11.0,0.545901,50.0
68.0,11.0,0.636827,50.0
68.0,11.0,0.643166,50.0
68.0,10.0,0.631978,50.0
68.0,10.0,0.730412,50.0
68.0,10.0,0.479085,50.0
68.0,9.0,0.618379,50.0
81.0,11.0,0.765194,50.0
81.0,10.0,0.750815,50.0
81.0,11.0,0.601615,50.0
81.0,10.0,0.774831,50.0
81.0,8.0,0.721279,50.0
81.0,9.0,0.697846,50.0
81.0,11.0,0.774586,50.0
81.0,10.0,0.775923,50.0
81.0,9.0,0.746472,50.0
81.0,9.0,0.737672,50.0
96.0,10.0,0.904671,50.0
96.0,10.0,0.911985,50.0
96.0,11.0,0.943595,50.0
96.0,10.0,0.848015,50.0
96.0,10.0,0.863325,50.0
96.0,11.0,0.885283,50.0
96.0,10.0,1.034543,50.0
96.0,10.0,0.943478,50.0
96.0,11.0,0.903972,50.0
96.0,12.0,0.952014,50.0
114.0,11.0,1.115134,50.0
114.0,10.0,1.051488,50.0
114.0,10.0,1.073784,50.0
114.0,9.0,1.033278,50.0
114.0,9.0,1.043771,50.0
114.0,9.0,1.048485,50.0
114.0,10.0,0.758588,50.0
114.0,8.0,1.077648,50.0
114.0,11.0,1.09632,50.0
114.0,11.0,1.165185,50.0
135.0,10.0,1.285791,50.0
135.0,9.0,1.226328,50.0
